offset,prediction,anomaly_score,actual
2521,0,0.13955525984348777,0.0
2522,0,0.10526113283327693,0.0
2523,0,0.12864771685975368,0.0
2524,0,0.017775774118220844,0.0
2525,0,0.09360088091514901,0.0
2526,0,0.12498841133505095,0.0
2527,0,0.09068850281580815,0.0
2528,0,0.10609536030051231,0.0
2529,0,0.06261699854029512,0.0
2530,0,0.11090842445500698,0.0
2531,0,0.07879281143734407,0.0
2532,0,0.09853818980559997,0.0
2533,0,0.11204908296661714,0.0
2534,0,0.13204797044856204,0.0
2535,0,0.13126867753685673,0.0
2536,0,0.10022808005141742,0.0
2537,0,0.10589406094903459,0.0
2538,0,0.1078565409056278,0.0
2539,0,0.12489593663311149,0.0
2540,0,0.08600330062398359,0.0
2541,0,0.10363084744970597,0.0
2542,0,0.0960011803165739,0.0
2543,0,0.08050351811532402,0.0
2544,0,0.09915076842044962,0.0
2545,0,0.10137087470149647,0.0
2546,0,0.09299278118133814,0.0
2547,0,0.07448058654097911,0.0
2548,1,-0.041048191874327955,1.0
2549,0,0.11058797953591132,0.0
2550,0,0.08004580454728383,0.0
2551,0,0.09532936351245191,0.0
2552,0,0.08657033359441751,0.0
2553,0,0.09478138241435674,0.0
2554,0,0.11038516343759236,0.0
2555,0,0.09939989988480252,0.0
2556,0,0.09074681514729216,0.0
2557,0,0.13124315357844596,0.0
2558,0,0.11894583604832781,0.0
2559,0,0.10838762682201925,0.0
2560,1,-0.09796640844256477,1.0
2561,0,0.10909948556529736,0.0
2562,0,0.08458886470521132,0.0
2563,0,0.08251626733344453,0.0
2564,0,0.037961937058763495,0.0
2565,0,0.08527255324520944,0.0
2566,0,0.09586478572156087,0.0
2567,0,0.10534744752058856,0.0
2568,0,0.025903554978955246,0.0
2569,0,0.10456692618800373,0.0
2570,0,0.09657212938856946,0.0
2571,0,0.06666750301125335,0.0
2572,0,0.09917391405857845,0.0
2573,0,0.0978780209573562,0.0
2574,0,0.0895217304789575,0.0
2575,0,0.075328894891877,0.0
2576,1,-0.06337900216176684,1.0
2577,0,0.15018138445180468,0.0
2578,0,0.111133497992769,0.0
2579,0,0.07694912331456283,0.0
2580,0,0.06480764460683286,0.0
2581,0,0.11030472551768195,0.0
2582,0,0.08913801335111293,0.0
2583,0,0.10357406959379378,0.0
2584,0,0.06438690505658162,0.0
2585,0,0.1114494624643918,0.0
2586,0,0.03689770484642263,0.0
2587,0,0.10597073776809829,0.0
2588,0,0.12805775689901644,0.0
2589,0,0.1049834772352482,0.0
2590,0,0.08424332475710944,0.0
2591,0,0.12238846381971502,0.0
2592,0,0.07344415815121208,0.0
2593,0,0.09331578064394119,0.0
2594,0,0.09261711254287713,0.0
2595,0,0.10054890114211323,0.0
2596,0,0.091326909228368,0.0
2597,0,0.11523688810180777,0.0
2598,0,0.09122638479640593,0.0
2599,0,0.10478410185448461,0.0
2600,0,0.10556042431716894,0.0
2601,0,0.10650350560962363,0.0
2602,0,0.10005184431409919,0.0
2603,0,0.06917993368625219,0.0
2604,0,0.11199140329585916,0.0
2605,0,0.12296488368245828,0.0
2606,0,0.1135321439351275,0.0
2607,0,0.10219907926302751,0.0
2608,0,0.09499384872361089,0.0
2609,0,0.12411281853258693,0.0
2610,0,0.12926662521280063,0.0
2611,0,0.10609779099375949,0.0
2612,0,0.019215814699574008,0.0
2613,0,0.10830133527954472,0.0
2614,0,0.12682046258327428,0.0
2615,0,0.11855823644766078,0.0
2616,1,-0.01826358526602423,1.0
2617,0,0.10814881355376682,0.0
2618,0,0.10932304764623957,0.0
2619,0,0.11585295246909527,0.0
2620,0,0.12065375713021442,0.0
2621,0,0.11739433717237086,0.0
2622,0,0.0875168768552676,0.0
2623,0,0.10164077460721094,0.0
2624,0,0.09009831960311793,0.0
2625,0,0.0728669616413386,0.0
2626,0,0.08265870657722602,0.0
2627,0,0.07886144528543271,0.0
2628,0,0.1307627451312196,0.0
2629,0,0.08335403905169647,0.0
2630,0,0.11015508323816597,0.0
2631,0,0.050626215127925644,0.0
2632,0,0.019570631768928926,0.0
2633,0,0.11744002025711997,0.0
2634,0,0.12557148192872603,0.0
2635,0,0.09332071897040245,0.0
2636,0,0.07531361930391522,0.0
2637,1,-0.012710049472167473,1.0
2638,0,0.11164368355927334,0.0
2639,0,0.1331567890701425,0.0
2640,0,0.09358951034515667,0.0
2641,0,0.023691467241861663,0.0
2642,0,0.08877515040102874,0.0
2643,0,0.11759934927498356,0.0
2644,0,0.0860492944074141,0.0
2645,0,0.053701240003837525,0.0
2646,0,0.12466487182991032,0.0
2647,0,0.0012740611832919857,0.0
2648,0,0.08770270693030624,0.0
2649,0,0.06099887972475626,0.0
2650,0,0.09972765954301438,0.0
2651,0,0.07825060106998721,0.0
2652,0,0.0896297865367433,0.0
2653,0,0.10715551995032646,0.0
2654,0,0.10235092095537873,0.0
2655,0,0.08688359809117852,0.0
2656,0,0.09515324057870322,0.0
2657,0,0.10142887633644432,0.0
2658,0,0.08185611495782052,0.0
2659,0,0.07096655846567296,0.0
2660,0,0.13965493441150062,0.0
2661,0,0.08907878545366932,0.0
2662,0,0.10595791571285618,0.0
2663,0,0.05351500678169002,0.0
2664,0,0.11960369422534722,0.0
2665,0,0.12289589102698972,0.0
2666,0,0.11574985973886232,0.0
2667,1,-0.05093410142250243,1.0
2668,0,0.09221039879476528,0.0
2669,1,-0.0021983525768416445,0.0
2670,0,0.10172233549310072,0.0
2671,0,0.07064977965987368,0.0
2672,0,0.08923917016208144,0.0
2673,1,-0.046646689750248216,1.0
2674,0,0.09112984645515249,0.0
2675,0,0.10589554915994664,0.0
2676,0,0.08911354749421063,0.0
2677,0,0.0877126281270923,0.0
2678,0,0.044495821679446435,0.0
2679,0,0.11012067171292511,0.0
2680,0,0.10525511147682881,0.0
2681,0,0.10595472673647444,0.0
2682,0,0.09597914297730059,0.0
2683,0,0.04236226338335658,0.0
2684,0,0.09502277565431455,0.0
2685,0,0.04016276499100313,0.0
2686,0,0.0887480358845339,0.0
2687,0,0.10341221977347398,0.0
2688,0,0.115230961305265,0.0
2689,0,0.09836291521665758,0.0
2690,0,0.13013511778342357,0.0
2691,0,0.12209548384382146,0.0
2692,0,0.048135577872504665,0.0
2693,0,0.10566476252177326,0.0
2694,0,0.11555698703882578,0.0
2695,0,0.13709814296848577,0.0
2696,0,0.06667969292708525,0.0
2697,0,0.08541416986320527,0.0
2698,0,0.07129191607875923,0.0
2699,0,0.1224711701954258,0.0
2700,0,0.09943687911760557,0.0
2701,0,0.08964918499210056,0.0
2702,0,0.10206936158874474,0.0
2703,0,0.07903752463163921,0.0
2704,0,0.03384045399940616,0.0
2705,0,0.09749757921249225,0.0
2706,0,0.025181129467996888,0.0
2707,0,0.05748592517915829,0.0
2708,0,0.11986316956592552,0.0
2709,0,0.11136632296016552,0.0
2710,0,0.08441137478928101,0.0
2711,0,0.10400285183591906,0.0
2712,0,0.081935208169374,0.0
2713,0,0.10153282495865162,0.0
2714,0,0.05881281066667993,0.0
2715,0,0.09226315305404692,0.0
2716,0,0.07800910003395367,0.0
2717,0,0.08862576496753866,0.0
2718,0,0.0676143928084082,0.0
2719,0,0.1060209658639154,0.0
2720,0,0.11657076259211313,0.0
2721,0,0.06808818128569172,0.0
2722,0,0.1261158194152721,0.0
2723,0,0.13001948780506933,0.0
2724,0,0.030669649649592623,0.0
2725,0,0.08112412687232978,0.0
2726,0,0.08865355543000475,0.0
2727,0,0.11072920581974177,0.0
2728,0,0.09824031221441232,0.0
2729,0,0.08390698227736554,0.0
2730,0,0.12473089790744363,0.0
2731,0,0.15000112658503434,0.0
2732,0,0.09780816532909159,0.0
2733,0,0.09671679577218212,0.0
2734,0,0.13777022682053952,0.0
2735,0,0.10441249485777437,0.0
2736,0,0.09560303922247582,0.0
2737,0,0.05693369880201887,0.0
2738,0,0.12375249988903242,0.0
2739,0,0.11891351486067925,0.0
2740,0,0.12044910852410617,0.0
2741,0,0.11465304746374266,0.0
2742,0,0.04536084170864918,0.0
2743,0,0.0812900511270589,0.0
2744,1,-0.09052700338932107,1.0
2745,0,0.1115793260595187,0.0
2746,0,0.1370563500282544,0.0
2747,0,0.1149961205771321,0.0
2748,0,0.09151474315564456,0.0
2749,0,0.054987542269658685,0.0
2750,0,0.0733193901868267,0.0
2751,0,0.03383507435948374,0.0
2752,0,0.10232002748483643,0.0
2753,0,0.060847023435449454,0.0
2754,0,0.14122842568832977,0.0
2755,0,0.118952333405204,0.0
2756,0,0.10489714973570008,0.0
2757,0,0.06725418168847286,0.0
2758,0,0.14678529984535993,0.0
2759,0,0.10193970750437154,0.0
2760,0,0.10504980661785412,0.0
2761,0,0.13692212925442754,0.0
2762,0,0.09268126219800099,0.0
2763,0,0.0565312609504145,0.0
2764,0,0.09926003382193455,0.0
2765,0,0.03977543798119665,0.0
2766,0,0.054895335497024744,0.0
2767,1,-0.055121242342318855,1.0
2768,0,0.07090576256779818,0.0
2769,0,0.09949627137415906,0.0
2770,0,0.10420419183214458,0.0
2771,0,0.08288809106591427,0.0
2772,0,0.09558964865512448,0.0
2773,0,0.13437240031448655,0.0
2774,0,0.09772534921884796,0.0
2775,0,0.0928096243658405,0.0
2776,0,0.04897006872533394,0.0
2777,0,0.11315282005324001,0.0
2778,0,0.05734554095878075,0.0
2779,0,0.12469870387492227,0.0
2780,0,0.07568682881892808,0.0
2781,0,0.01952996477447211,0.0
2782,0,0.09769934470770408,0.0
2783,0,0.08514820364022063,0.0
2784,0,0.12691641363088152,0.0
2785,0,0.10243835252918904,0.0
2786,0,0.08619526314635562,0.0
2787,0,0.12439972541774091,0.0
2788,0,0.11126884531920944,0.0
2789,0,0.030483225371361278,0.0
2790,0,0.10793541743232604,0.0
2791,0,0.035721499980581495,1.0
2792,0,0.07676205573568762,0.0
2793,0,0.07257106964708221,0.0
2794,0,0.0825833323640921,0.0
2795,0,0.07946402658285612,0.0
2796,0,0.1508051553323625,0.0
2797,0,0.06540710711273634,0.0
2798,0,0.127471260405774,0.0
2799,0,0.09451796294615056,0.0
2800,0,0.13367114735049473,0.0
2801,0,0.0762818250757038,0.0
2802,0,0.10749240500890361,0.0
2803,0,0.10751467281213845,0.0
2804,0,0.08676161756224932,0.0
2805,0,0.10009856079261109,0.0
2806,1,-0.08000544942543708,1.0
2807,0,0.09530453249961884,0.0
2808,0,0.08961830736537879,0.0
2809,0,0.1323484708469564,0.0
2810,0,0.12538242999776333,0.0
2811,1,-0.00909579018060458,1.0
2812,0,0.02231468123378455,0.0
2813,0,0.054590917088983615,0.0
2814,0,0.09240371483968485,0.0
2815,0,0.11713939592958444,0.0
2816,0,0.10737724131722953,0.0
2817,0,0.02301291949551565,0.0
2818,0,0.10700783888116255,0.0
2819,0,0.12237037701279613,0.0
2820,0,0.06562824296469405,0.0
2821,1,-0.05908325426033589,1.0
2822,0,0.06449514913269588,0.0
2823,0,0.03455515307297419,0.0
2824,0,0.12019655357085979,0.0
2825,0,0.12063988499032385,0.0
2826,0,0.11545278831332073,0.0
2827,0,0.1057083027589572,0.0
2828,0,0.11193038741928607,0.0
2829,0,0.12877918384920567,0.0
2830,0,0.1154828562331437,0.0
2831,0,0.12165867271534986,0.0
2832,0,0.08268134270758665,0.0
2833,0,0.11121509306788435,0.0
2834,1,-0.05564479220411811,1.0
2835,0,0.06084256194841681,0.0
2836,0,0.11815737500396445,0.0
2837,0,0.11395635294723772,0.0
2838,0,0.1089772742785628,0.0
2839,0,0.06318701435959151,0.0
2840,0,0.0945856222601078,0.0
2841,0,0.05620614141429836,0.0
2842,0,0.0649029401936359,0.0
2843,0,0.0697694706140124,0.0
2844,0,0.09421712980931363,0.0
2845,0,0.05919514181934521,0.0
2846,0,0.1368048058779957,0.0
2847,0,0.053171084709734306,0.0
2848,0,0.08093071198357799,0.0
2849,0,0.13151084166647614,0.0
2850,0,0.09891609573412924,0.0
2851,0,0.08500926165081851,0.0
2852,0,0.09877480527801374,0.0
2853,0,0.10895299225645966,0.0
2854,0,0.129218215678352,0.0
2855,0,0.10921248394285937,0.0
2856,0,0.12441037426968349,0.0
2857,0,0.07640025081478075,0.0
2858,0,0.08508259707832133,0.0
2859,0,0.12990476765025616,0.0
2860,0,0.11397408749148036,0.0
2861,0,0.12856146171757893,0.0
2862,1,-0.01964263125994692,1.0
2863,0,0.11038578180922898,0.0
2864,0,0.07669757663487092,0.0
2865,0,0.06125073648800533,0.0
2866,0,0.10278952307113093,0.0
2867,0,0.13090773210712725,0.0
2868,0,0.07393355783717825,0.0
2869,1,-0.08255490362177564,1.0
2870,0,0.11328871103127319,0.0
2871,0,0.11972908570857155,0.0
2872,0,0.10063287410171001,0.0
2873,0,0.09917570421526933,0.0
2874,0,0.09439315975558871,0.0
2875,0,0.0798083372864386,0.0
2876,1,-0.01902998569528669,1.0
2877,0,0.11611277877614345,0.0
2878,0,0.12640587941763765,0.0
2879,0,0.12920496812235277,0.0
2880,0,0.06938031717900844,0.0
2881,0,0.11139037098183918,0.0
2882,0,0.08843127307747184,0.0
2883,0,0.11466242633985585,0.0
2884,0,0.07756509415130791,0.0
2885,0,0.0992985043728658,0.0
2886,0,0.09048629557801152,0.0
2887,0,0.08502110005262359,0.0
2888,0,0.09816676170643768,0.0
2889,0,0.09124826517990048,0.0
2890,0,0.08236974516393514,0.0
2891,0,0.06733215521710861,0.0
2892,0,0.08697190156440843,0.0
2893,0,0.11287181027017684,0.0
2894,0,0.04891175224081118,0.0
2895,0,0.13629271510188296,0.0
2896,0,0.12309924732625843,0.0
2897,0,0.09757047208328068,0.0
2898,0,0.13040457749020778,0.0
2899,0,0.10267406175662291,0.0
2900,0,0.132340948613634,0.0
2901,0,0.09180192946688559,0.0
2902,0,0.11327957342652245,0.0
2903,0,0.1051313259628544,0.0
2904,0,0.08246884748420713,0.0
2905,0,0.1068644451263126,0.0
2906,0,0.09367033825107013,0.0
2907,0,0.12856382663036503,0.0
2908,0,0.041383654725764885,0.0
2909,0,0.09927530461931022,0.0
2910,0,0.09295341855419809,0.0
2911,0,0.09617390626504918,0.0
2912,0,0.10279282757397507,0.0
2913,0,0.09908705260333572,0.0
2914,0,0.08755244022637365,0.0
2915,0,0.10374650675948721,0.0
2916,0,0.11306215643071071,0.0
2917,0,0.10310877585140865,0.0
2918,0,0.14075684130900767,0.0
2919,0,0.09530646413257521,0.0
2920,0,0.07886679297668825,0.0
2921,0,0.06702285782543377,0.0
2922,0,0.06058289950276602,0.0
2923,0,0.12324401962442899,0.0
2924,1,-0.05132587767785268,1.0
2925,0,0.07704607310757089,0.0
2926,0,0.12658300074629547,0.0
2927,0,0.08733966754260603,0.0
2928,0,0.12869157351347155,0.0
2929,0,0.09015266653854881,0.0
2930,0,0.11362980543740342,0.0
2931,0,0.11767376267055007,0.0
2932,0,0.08720178801919637,0.0
2933,0,0.11001367295018372,0.0
2934,0,0.06608848475396883,0.0
2935,0,0.128342209441837,0.0
2936,0,0.0734367316417543,0.0
2937,0,0.12897342652217103,0.0
2938,0,0.08091555520511706,0.0
2939,0,0.05685410148396908,0.0
2940,0,0.10631410330474361,0.0
2941,0,0.10521301215585183,0.0
2942,0,0.10847412283278446,0.0
2943,0,0.07234643960890874,0.0
2944,1,-0.016591794015017425,1.0
2945,0,0.10235829934661644,0.0
2946,0,0.09254936821755372,0.0
2947,0,0.1003521564607538,0.0
2948,0,0.07864123648091248,0.0
2949,0,0.1250880798409042,0.0
2950,0,0.10054977697495948,0.0
2951,0,0.1221370270165772,0.0
2952,0,0.10190023817858768,0.0
2953,0,0.10373181765166734,0.0
2954,0,0.04358668980570879,0.0
2955,0,0.13306166914778494,0.0
2956,1,-0.032353006429517106,1.0
2957,0,0.11631291190999898,0.0
2958,0,0.1306673561281722,0.0
2959,0,0.12564456899809112,0.0
2960,0,0.10352151151826922,0.0
2961,0,0.06316346697754271,0.0
2962,1,-0.06551495863074719,1.0
2963,1,-0.0665483597978711,1.0
2964,0,0.07476057293047966,0.0
2965,0,0.10476190709075356,0.0
2966,0,0.1151816948831022,0.0
2967,0,0.05635096806331519,0.0
2968,0,0.1197072186108506,0.0
2969,0,0.09122468376244719,0.0
2970,0,0.10557272434908371,0.0
2971,0,0.09876676237620008,0.0
2972,0,0.1315190795425346,0.0
2973,0,0.13312598511626372,0.0
2974,0,0.12491740393833939,0.0
2975,0,0.08659547970657638,0.0
2976,0,0.1240277207066442,0.0
2977,0,0.05629978053550838,0.0
2978,0,0.07791495904645146,0.0
2979,1,-0.04691879884257444,1.0
2980,0,0.08505329850326426,0.0
2981,0,0.08136285453534359,0.0
2982,0,0.07546919798114471,0.0
2983,0,0.10459578470213826,0.0
2984,0,0.12568078142062689,0.0
2985,0,0.09072255892192926,0.0
2986,1,-0.06244360634999213,1.0
2987,0,0.10983609140221212,0.0
2988,0,0.10121966175159047,0.0
2989,0,0.09898879387285947,0.0
2990,0,0.08518767475419575,0.0
2991,0,0.10183298141038749,0.0
2992,0,0.051003310205208596,0.0
2993,0,0.09482318644935095,0.0
2994,0,0.10683067403296492,0.0
2995,0,0.11307018472125963,0.0
2996,0,0.12116895161426428,0.0
2997,1,-0.06069802178144734,1.0
2998,0,0.08241058236728283,0.0
2999,0,0.125159213413701,0.0
3000,0,0.09890915318756105,0.0
3001,0,0.09100955787580661,0.0
3002,0,0.07796691278536655,0.0
3003,0,0.09759022991686972,0.0
3004,0,0.10520885249325607,0.0
3005,0,0.09215356374534728,0.0
3006,0,0.11405627169714211,0.0
3007,0,0.09303305204931545,0.0
3008,0,0.10546287968155688,0.0
3009,0,0.10345530439143241,0.0
3010,0,0.11075746952790899,0.0
3011,1,-0.06616026194425928,1.0
3012,0,0.0629463712760987,0.0
3013,0,0.06602999442284474,1.0
3014,1,-0.11080720785550813,1.0
3015,0,0.1199547397338272,0.0
3016,0,0.12529327659258838,0.0
3017,0,0.0524395940249307,0.0
3018,0,0.09199511390365839,0.0
3019,0,0.11667271978591975,0.0
3020,0,0.10481822711051991,0.0
3021,0,0.06271400006193156,0.0
3022,0,0.11847806042579534,0.0
3023,0,0.1155354413206306,0.0
3024,0,0.1163265562421788,0.0
3025,0,0.10437999180313512,0.0
3026,0,0.09608918790837728,0.0
3027,0,0.10642567220895266,0.0
3028,0,0.09432270712810964,0.0
3029,0,0.06711569391851985,0.0
3030,1,-0.0224353960707947,1.0
3031,0,0.10609720779975507,0.0
3032,0,0.09112054013606496,0.0
3033,0,0.08267935746929261,0.0
3034,0,0.02493446721640369,0.0
3035,0,0.11834362657249681,0.0
3036,0,0.10491206729589059,0.0
3037,0,0.09458920221752515,0.0
3038,0,0.11592238466131288,0.0
3039,0,0.14249495885663177,0.0
3040,0,0.04337588084863564,0.0
3041,0,0.09666608207203603,0.0
3042,0,0.03702308373549512,0.0
3043,0,0.11498094167891793,0.0
3044,0,0.01398985604202263,0.0
3045,1,-0.08583476171467275,1.0
3046,0,0.07305063099001935,0.0
3047,0,0.1110758608741691,0.0
3048,0,0.10107323394433376,0.0
3049,0,0.06595856749718076,0.0
3050,0,0.08942750975980951,0.0
3051,0,0.09899750422357617,0.0
3052,0,0.012583224744030175,1.0
3053,0,0.08107989764483686,0.0
3054,0,0.10875936570951011,0.0
3055,0,0.07375798566474967,0.0
3056,0,0.10862469263389135,0.0
3057,0,0.11598104725795982,0.0
3058,0,0.10751582477396099,0.0
3059,0,0.10224846757738665,0.0
3060,0,0.10850770277157346,0.0
3061,0,0.08009477686980215,0.0
3062,0,0.07224494263407238,0.0
3063,0,0.13744267895324047,0.0
3064,0,0.1252085200655022,0.0
3065,0,0.054028629964662234,0.0
3066,0,0.11214859484483519,0.0
3067,0,0.058121678467932925,0.0
3068,0,0.094526762346689,0.0
3069,0,0.1119796377795731,0.0
3070,0,0.10084355315801735,0.0
3071,0,0.11474532734682796,0.0
3072,0,0.06639640620378645,0.0
3073,0,0.11353530008189816,0.0
3074,0,0.1213539531364427,0.0
3075,0,0.10482945854213171,0.0
3076,0,0.12222761117145109,0.0
3077,0,0.12338655054645797,0.0
3078,0,0.11261162661419433,0.0
3079,0,0.07274609556368478,0.0
3080,0,0.09458895463939432,0.0
3081,0,0.14213570045316914,0.0
3082,0,0.07053217312016191,0.0
3083,0,0.07291339522200457,0.0
3084,0,0.07556299642131559,0.0
3085,0,0.11490479794967762,0.0
3086,0,0.09843078595406074,0.0
3087,0,0.12028279911833939,0.0
3088,0,0.11166746023448965,0.0
3089,0,0.07280060306936748,0.0
3090,0,0.07499466263153304,0.0
3091,1,-0.0734068539115913,1.0
3092,0,0.10816523844424802,0.0
3093,1,-0.10137289445769815,1.0
3094,0,0.13198027906911985,0.0
3095,0,0.07731798111646143,0.0
3096,0,0.11810247335881846,0.0
3097,0,0.07530257740288004,0.0
3098,0,0.032804405404531334,0.0
3099,0,0.04567198017296248,0.0
3100,0,0.04355096352978205,0.0
3101,0,0.057347631688727085,0.0
3102,1,-0.014533771245500371,1.0
3103,1,-0.004545467303600281,1.0
3104,0,0.09620675781231575,0.0
3105,0,0.10444172453412803,0.0
3106,0,0.10353033665975231,0.0
3107,0,0.04670729996536327,0.0
3108,0,0.07289733420781158,0.0
3109,0,0.11950203535355503,0.0
3110,0,0.06144429108951788,0.0
3111,0,0.07823535713041757,0.0
3112,0,0.09624583177985507,0.0
3113,0,0.12085171277769763,0.0
3114,0,0.09721658308738923,0.0
3115,0,0.08054972067912047,0.0
3116,0,0.08733504061422637,0.0
3117,0,0.11277162613598685,0.0
3118,0,0.03424257282891596,0.0
3119,0,0.0976846790186301,0.0
3120,0,0.11601861970636151,0.0
3121,0,0.061197402929455635,0.0
3122,0,0.034763551877917576,0.0
3123,0,0.06167558142764035,0.0
3124,0,0.11123042388443083,0.0
3125,0,0.08434749754703819,0.0
3126,0,0.07364501748420904,0.0
3127,0,0.13188601581161347,0.0
3128,0,0.12350507443434022,0.0
3129,0,0.055445189385618154,0.0
3130,0,0.025385421480782377,0.0
3131,0,0.06848463022440404,0.0
3132,0,0.09924163574366218,0.0
3133,0,0.09852013530219794,0.0
3134,0,0.10737643549231612,0.0
3135,1,-0.0006096194293032653,0.0
3136,0,0.1437910871026884,0.0
3137,0,0.057485793630422055,0.0
3138,0,0.13515025570759714,0.0
3139,0,0.10154309373696874,0.0
3140,0,0.1136540583993974,0.0
3141,0,0.11192088611481771,0.0
3142,0,0.10023408494415625,0.0
3143,0,0.05210717327122816,0.0
3144,0,0.0771485751711517,0.0
3145,0,0.11216847771451438,0.0
3146,1,-0.06269358529715796,1.0
3147,0,0.010675451016714743,1.0
3148,0,0.06165902404146362,0.0
3149,0,0.10759712577202035,0.0
3150,0,0.10194977522986037,0.0
3151,0,0.10094400418254279,0.0
3152,0,0.07710672645642047,0.0
3153,0,0.009033676038922356,1.0
3154,0,0.09716430524014397,0.0
3155,0,0.1357990676065428,0.0
3156,0,0.02865432911800969,0.0
3157,0,0.06972494127554835,0.0
3158,0,0.07620540835667883,0.0
3159,0,0.11285388029656707,0.0
3160,0,0.0976189920396845,0.0
3161,0,0.07843060060820922,0.0
3162,0,0.09796132962335513,0.0
3163,0,0.11420541350985386,0.0
3164,0,0.08064739950950028,0.0
3165,0,0.12487121918516814,0.0
3166,0,0.11570872684937905,0.0
3167,0,0.09953345938935759,0.0
3168,0,0.06130062656494634,0.0
3169,0,0.0888916903105586,0.0
3170,0,0.07510879267013426,0.0
3171,0,0.12717659150509225,0.0
3172,0,0.10722432049901903,0.0
3173,0,0.001708670968412096,1.0
3174,0,0.10930405815900435,0.0
3175,0,0.09730404702653983,0.0
3176,0,0.06797343274685363,0.0
3177,0,0.10596271440214033,0.0
3178,0,0.07204160252832881,0.0
3179,0,0.09528809293953261,0.0
3180,0,0.11918344521219337,0.0
3181,0,0.10417923630558046,0.0
3182,0,0.10131257767779,0.0
3183,0,0.06616450884242447,0.0
3184,1,-0.09121639369397339,1.0
3185,0,0.05623581855961518,0.0
3186,0,0.08491891657013817,0.0
3187,0,0.105460640954336,0.0
3188,0,0.12250369743242434,0.0
3189,0,0.08395815115633148,0.0
3190,0,0.09099203329460409,0.0
3191,0,0.13737963044152895,0.0
3192,0,0.06075311564965952,0.0
3193,0,0.07255422000183082,0.0
3194,0,0.08715473809193475,0.0
3195,0,0.06404937020291118,0.0
3196,0,0.09657507494979439,0.0
3197,0,0.12983817101113732,0.0
3198,0,0.11531158574635608,0.0
3199,0,0.12914083069728688,0.0
3200,0,0.11694576835918924,0.0
3201,0,0.11990089249864855,0.0
3202,0,0.07717699986037946,0.0
3203,0,0.11887036391121764,0.0
3204,0,0.09081783794714887,0.0
3205,0,0.12036517148598253,0.0
3206,0,0.046133848113864284,0.0
3207,0,0.1263808023824145,0.0
3208,0,0.09846469786401468,0.0
3209,0,0.12163608166641093,0.0
3210,0,0.13884163448082765,0.0
3211,0,0.11383868714812512,0.0
3212,0,0.12277504464042738,0.0
3213,0,0.11118166126692569,0.0
3214,0,0.08484354233081981,0.0
3215,0,0.09010388854702855,0.0
3216,0,0.06067777809933084,0.0
3217,0,0.033730025769173166,0.0
3218,0,0.08714266664100051,0.0
